284,1406,918,740,951,120
285,1448,42,475,610,1446
286,33,350,569,564,657
287,717,1157,1340,1211,327
288,895,1046,1615,564,588
289,229,582,174,550,186
290,153,1446,476,610,42
291,743,1629,631,1157,1602
292,743,588,706,681,350
294,379,834,631,789,1260
295,829,186,562,1226,203
296,121,186,81,350,1423
297,303,895,346,823,350
298,1046,717,1157,565,564
299,837,1138,357,1130,1221
300,1157,564,1541,565,51
301,895,230,1260,388,43
302,51,751,658,937,1180
303,297,895,346,823,350
304,500,292,706,743,1157
305,865,692,758,1042,1483
306,740,51,351,344,148
307,743,895,231,346,631
308,1157,743,922,657,717
309,1606,588,743,895,112
310,186,458,350,569,203
311,281,1000,951,740,1541
312,858,564,366,230,895
313,831,147,366,245,344
314,895,1267,344,228,1141
315,743,1112,565,1624,1629
316,717,743,895,159,58
318,681,1080,292,350,1305
319,458,203,228,849,684
320,1101,238,415,48,1678
321,736,1474,738,1362,713
322,569,51,816,895,565
323,356,350,823,895,689
324,458,292,569,186,1157
325,264,565,743,1374,346
326,121,743,1651,1046,1157
327,706,350,33,565,1598
328,1260,751,1507,298,895
329,348,203,1401,1579,1377
330,186,696,1340,640,922
331,1541,350,218,895,1243
332,895,264,569,619,565
333,743,565,350,325,895
334,231,366,895,346,900
335,476,42,1564,1311,695
336,328,298,1260,1407,1139
337,81,458,696,895,186
338,322,569,950,722,370
339,564,895,346,717,73
340,97,743,179,588,1157
341,344,73,58,316,184
342,610,1102,1018,42,476
343,681,62,743,33,350
344,565,831,1260,73,564
345,350,292,327,186,1401
346,264,743,895,565,681
347,292,350,265,1157,743
348,329,203,1401,1579,1377
349,1157,351,442,564,823
350,33,569,743,292,121
351,1152,823,1273,1624,1541
352,117,1609,1262,959,344
353,743,264,1157,1260,1602
354,1313,344,959,307,328
355,743,895,565,231,346
356,264,565,743,681,1157
357,48,1226,781,1101,415
358,588,743,121,800,33
360,186,98,310,121,162
362,366,1340,346,147,1025
363,1025,366,831,1624,895
364,696,323,141,1025,968
365,657,292,304,500,1374
366,346,895,565,1025,442
368,344,228,565,564,657
369,640,576,841,895,184
370,565,532,1377,1142,743
372,933,564,346,1157,1624
373,583,1625,1477,743,834
374,895,565,1157,743,264
375,1547,62,81,186,292
376,1051,1370,1537,1080,1533
377,1161,789,1441,1438,1000
378,350,186,564,619,1598
379,743,816,264,552,565
380,292,743,588,84,1207
381,231,895,252,1324,1260
382,1157,350,743,895,825
384,1511,344,117,833,751
385,458,1273,1025,684,121
386,564,21,25,1305,1540
387,292,706,33,743,186
388,895,556,564,933,751
389,895,1136,325,565,564
390,1564,1222,137,388,335
391,564,1517,532,374,73
392,565,304,500,743,564
393,1483,949,740,815,458
394,461,562,190,203,895
395,230,564,885,895,147
396,320,1101,1602,1260,42
397,895,462,230,121,366
398,366,794,344,578,141
401,42,200,1157,1441,70
402,44,350,245,657,831
403,1157,717,565,1441,895
404,418,548,613,1300,625
405,1025,1080,562,298,681
406,1624,563,588,121,693
407,337,366,203,1224,301
408,169,1389,658,1300,1483
409,631,686,547,743,264
410,1631,1464,1102,717,1260
411,1261,1248,1484,867,1418
412,895,1541,21,951,95
413,743,574,588,379,1260
414,252,601,719,151,82
415,320,357,461,1464,1226
416,673,530,1530,502,1411
417,588,186,657,743,292
418,625,117,388,968,218
419,1441,1018,1051,1480,789
420,705,530,489,483,1411
421,281,1262,895,184,933
422,1462,388,1565,418,1375
423,304,500,292,743,895
424,564,565,895,1152,599
425,696,550,684,1226,301
426,738,1111,1311,880,1389
428,530,197,483,435,420
429,1374,706,1157,758,565
430,1303,388,530,613,548
431,228,895,73,350,564
434,174,1464,1166,1222,511
435,530,420,705,1401,504
437,743,717,895,346,264
438,1340,706,922,657,245
439,350,186,689,758,565
440,1374,706,350,292,112
441,895,252,292,706,564
442,706,743,564,1157,895
443,507,151,610,1674,601
445,1273,758,1087,186,1136
446,1674,673,1530,522,863
447,522,601,673,502,1530
449,121,743,292,588,350
450,350,565,706,564,895
451,673,1530,652,1190,530
452,234,192,132,1678,1260
453,748,323,184,895,1565
455,63,1136,823,458,696
456,564,562,366,117,1025
457,895,1212,619,1374,758
458,292,112,743,588,569
459,339,895,351,346,1624
460,1261,1248,1484,867,1418
461,1517,1464,346,394,829
462,743,895,1136,292,291
463,562,990,1525,564,61
464,814,223,121,186,296
465,895,1377,171,681,588
466,562,388,949,203,909
468,588,121,743,350,292
469,514,197,162,796,588
471,350,569,33,565,1157
472,681,564,1377,827,895
473,500,304,657,1223,292
474,1149,522,492,197,712
475,888,12,65,1651,328
476,42,290,610,1102,153
477,895,933,564,1626,230
479,1084,1487,1530,1608,1020
480,1554,515,1222,174,416
481,57,350,569,471,1157
482,1487,1608,704,1023,1282
483,1677,229,530,1464,1303
486,42,1220,895,1260,1446
487,1050,447,1020,1421,673
488,796,355,1526,1018,1551
489,1450,420,613,705,625
490,190,1554,1166,1149,712
491,692,344,203,768,184
492,474,614,1149,522,1269
493,1122,1561,1458,1166,357
495,622,1084,621,1003,878
496,489,1267,922,507,1354
497,1000,489,530,751,483
499,1149,652,1084,1579,1020
500,304,292,706,743,1157
501,10,228,880,1087,968
502,522,1530,152,1084,447
503,514,1526,1435,1269,796
504,1374,1013,1269,1401,522
505,601,1084,1269,1530,689
506,522,329,348,1579,614
507,1450,610,530,705,504
508,631,565,743,717,106
509,719,671,522,1530,1317
510,350,292,186,681,121
511,434,196,1464,174,1222
512,350,1324,1423,186,895
514,197,262,1435,1149,469
515,689,1166,1554,935,1324
516,1579,174,1149,1222,1530
517,1374,504,186,350,292
518,350,816,743,112,565
522,447,502,1530,652,1674
523,530,652,1149,789,966
524,1157,1160,75,137,919
526,1530,515,1084,652,502
527,816,922,350,112,895
529,164,81,186,665,350
530,1411,1517,483,689,504
531,588,574,121,743,292
532,51,831,816,1273,689
533,888,344,1374,1260,276
534,878,1444,1003,514,1149
535,780,1311,1578,738,698
536,1084,1474,1579,1020,1222
537,1102,530,1018,328,354
538,564,829,743,681,565
540,327,148,1087,265,350
541,922,890,565,1507,816
542,588,743,121,574,292
543,870,880,990,137,1389
544,583,895,565,333,307
545,918,1662,740,831,692
546,717,1545,298,583,287
547,409,829,229,1045,196
548,1517,228,740,344,73
549,689,1025,532,203,515
550,229,1517,689,1324,1477
551,565,895,264,831,564
552,743,890,379,895,565
553,866,1662,147,1565,532
554,292,1157,743,121,569
555,1507,592,895,841,339
556,743,980,292,895,121
558,1090,514,97,1477,1625
561,1112,564,895,1541,831
562,564,171,1273,203,186
563,588,743,657,82,264
564,565,681,895,743,33
565,743,264,1157,350,816
566,385,186,895,121,406
567,186,1157,743,292,33
568,372,895,933,1157,619
569,33,350,292,743,588
571,1615,895,388,657,1441
572,1530,1554,719,1526,601
573,670,743,816,379,681
574,588,743,542,121,350
575,895,751,951,689,1357
576,327,1340,344,366,692
577,1180,1652,298,1507,562
578,564,816,831,895,1112
579,1526,1530,796,704,1213
581,379,815,679,65,35
582,1530,1526,1166,601,666
583,657,33,717,743,544
585,388,327,117,1286,751
586,350,1294,1374,1598,1377
587,1377,895,757,346,1579
588,743,292,542,121,657
589,1554,196,174,515,1530
590,816,565,706,895,758
592,717,1260,125,471,895
593,610,409,42,900,1014
594,186,640,265,895,1207
596,1241,743,121,588,292
597,895,564,327,949,344
598,1384,1368,895,1565,823
599,895,344,831,758,1260
601,1530,719,582,1084,1526
602,978,186,563,665,465
603,689,563,1130,350,657
604,167,918,212,959,1406
605,374,1507,489,625,1000
606,252,1207,669,380,62
607,130,1554,673,136,704
609,673,1000,1303,1465,1020
610,42,346,264,1260,374
612,673,689,1554,671,1674
613,489,420,922,951,918
614,504,197,1269,522,796
615,673,848,1411,136,607
618,601,673,1450,224,447
619,1046,895,121,681,564
620,572,689,1554,515,957
621,1526,1166,502,1530,1554
622,416,621,142,1674,136
623,344,1260,657,1157,308
625,489,605,895,575,689
626,1102,649,415,335,946
627,350,1112,640,33,657
628,895,264,350,1441,565
629,42,132,200,895,1139
630,63,1441,657,48,292
631,743,264,588,681,1629
632,458,292,112,696,141
633,327,565,344,751,740
634,143,387,388,773,1576
635,1419,68,50,123,810
636,895,264,186,588,743
637,895,743,588,1080,332
638,190,645,203,95,936
639,1166,1579,1554,946,203
640,186,1112,265,325,327
641,174,434,1526,1530,1222
642,1102,1000,475,42,346
643,689,823,1166,1136,228
645,1678,229,1139,1226,829
646,1221,781,1226,1103,1136
647,895,245,147,1112,44
648,3,381,692,768,548
649,1401,229,1625,1477,32
652,197,1579,1149,522,1084
656,579,1530,1554,522,704
657,33,743,588,292,706
658,327,33,895,640,758
659,63,895,489,705,163
660,473,365,500,304,307
661,572,1554,719,601,522
662,895,1524,841,1377,1626
664,1678,1625,1477,1517,192
665,1157,186,81,164,350
666,1166,1530,582,1554,174
667,526,1530,1526,515,1435
668,1080,895,951,1332,1377
669,33,895,442,657,265
670,573,743,816,379,681
671,601,673,1530,719,505
672,1157,717,316,1606,309
673,1530,601,447,671,1674
674,228,230,565,112,682
675,1166,1554,1433,278,582
676,743,1090,631,508,43
677,1530,174,1213,1222,1677
678,121,681,743,919,257
679,565,228,327,816,823
680,266,895,1273,743,816
681,743,292,264,121,350
682,327,350,569,292,743
684,823,564,344,565,743
685,147,186,350,378,33
686,186,33,264,409,564
687,717,895,355,1157,743
688,159,625,1000,872,42
689,657,895,515,350,706
690,245,895,1212,44,1112
691,565,264,890,325,895
692,706,657,743,588,1157
693,1507,895,1357,565,743
694,1136,1377,203,1075,1626
695,1446,1157,63,186,565
696,689,350,366,657,186
697,98,743,350,121,657
698,640,895,1483,689,51
699,738,1311,880,1111,1483
701,1464,829,1517,483,645
702,350,895,1212,121,230
703,1282,1085,1530,572,1554
704,1530,1213,1526,1208,579
705,420,504,610,1450,530
706,292,350,743,33,657
707,229,1018,192,522,1517
708,762,1448,1446,12,320
709,328,298,751,117,959
710,349,1541,1157,325,346
711,1658,73,1507,1407,462
712,464,589,164,515,1579
713,1136,738,919,823,1273
714,898,1347,1541,458,1221
715,245,931,51,1157,287
717,1157,743,1441,1046,565
719,601,1530,572,1579,1084
720,717,167,1625,1477,546
721,434,1222,1579,1020,1166
722,148,1040,751,471,366
723,530,888,1446,1411,42
724,1232,137,527,2,990
726,344,120,1541,281,831
727,628,895,951,823,565
728,569,33,95,1157,81
729,1624,379,344,895,1507
730,350,186,292,33,743
732,387,949,781,895,1483
733,1257,1256,657,420,51
734,1474,1136,1389,335,1564
735,343,619,1157,895,657
736,738,1389,1221,971,1136
738,971,1389,713,736,564
739,829,669,567,1303,1207
740,1340,148,692,1157,118
742,748,97,307,544,631
743,588,292,264,681,1157
744,951,679,922,228,2
745,579,1526,1530,601,1190
746,522,447,197,1149,1530
747,442,1185,564,640,344
748,564,895,58,344,578
749,1626,63,895,565,751
750,458,186,121,324,350
751,895,565,1626,693,307
752,186,327,640,1340,1545
753,1579,1020,1166,784,522
754,121,167,922,84,1324
755,743,681,980,121,62
756,167,717,895,287,508
757,689,229,1625,1477,186
758,565,706,816,350,564
759,1025,385,684,545,1431
760,264,743,588,895,231
761,471,388,392,1025,1624
762,1101,1350,708,221,48
764,517,705,959,1374,1506
765,717,544,1260,106,327
766,1593,203,829,953,1491
767,937,895,87,141,613
768,252,706,1503,565,191
769,619,569,1025,350,564
770,564,657,116,147,717
771,816,758,327,565,599
772,350,823,565,1112,564
773,689,588,743,895,350
774,895,816,58,121,264
775,1216,51,564,148,1507
776,632,458,455,1025,696
777,681,1080,919,171,678
778,1148,287,682,73,339
779,825,1273,562,1080,171
780,738,1389,713,1180,736
781,350,1117,121,203,1221
782,895,1483,951,751,599
783,54,244,350,1598,841
784,226,880,350,895,186
785,990,1389,895,816,713
786,1261,1248,1484,867,1418
787,964,1407,279,1354,110
788,332,1357,717,84,230
789,1324,1477,1625,986,895
790,73,902,184,344,1262
791,42,1659,1564,476,895
792,346,73,1541,564,895
793,562,1087,1183,184,1063
794,815,147,1431,1152,344
795,738,564,1243,203,1541
796,579,229,1530,162,689
797,564,681,895,1112,831
798,287,147,1507,1260,44
799,186,1157,588,681,171
800,743,588,33,350,186
801,366,388,186,696,458
802,229,1625,1477,550,265
803,743,692,379,588,97
804,895,221,344,346,823
805,743,264,292,706,565
806,1025,1087,11,1183,24
807,692,657,458,815,112
808,1221,781,895,1100,203
809,564,619,298,508,895
810,1419,68,50,123,826
811,1324,121,1260,588,789
812,1540,937,103,21,740
814,464,186,564,919,350
815,922,1406,744,679,532
816,565,743,112,33,264
817,46,186,895,1216,265
818,895,717,872,58,657
819,684,796,1609,1305,203
820,1046,619,298,895,1016
822,878,1003,1444,197,522
823,350,565,743,33,706
824,1261,1248,1484,867,1418
825,569,1136,458,1157,681
826,1419,68,50,123,810
827,1013,350,33,186,1157
829,562,203,461,1517,1464
831,1112,564,565,350,895
832,713,738,1138,880,695
833,1262,1679,1260,1000,1446
834,631,743,1260,1157,1629
835,1020,1554,1299,946,1166
836,736,1474,132,1273,895
837,1111,1221,870,1191,93
838,1608,1222,174,1487,1020
839,1377,1474,1084,919,164
840,579,704,1530,1213,203
841,717,895,1157,1260,1598
842,522,822,1084,712,1554
843,1020,1084,1579,1154,1222
844,1157,328,562,1183,372
845,888,223,1374,695,1446
846,350,33,588,706,657
848,689,673,1554,719,601
849,1013,292,350,825,1157
850,522,601,652,822,719
851,781,933,310,24,25
852,1579,1342,895,1377,839
854,833,1625,1477,671,1260
855,33,760,657,895,631
856,1141,1112,758,831,191
857,1678,1636,1635,132,1084
858,564,562,681,33,755
859,73,1305,325,895,346
860,1260,1441,229,565,84
862,117,884,698,964,1292
863,1674,522,1530,572,601
864,717,1441,1446,1157,344
865,305,692,758,1042,1483
866,350,816,33,1112,706
867,1261,1248,1484,1418,411
868,933,851,658,1483,1183
869,370,336,1509,328,1519
870,919,1111,880,95,738
871,1615,1139,751,692,388
872,895,344,388,692,831
873,121,681,52,112,895
874,1269,420,522,1102,530
875,1260,346,355,743,717
876,881,461,701,1464,3
877,1300,219,148,1567,627
878,1003,1444,822,197,1149
879,1389,880,298,1285,825
880,1626,895,981,823,738
881,876,461,701,1464,3
883,546,906,1406,722,1662
884,137,895,1433,562,1341
885,186,743,350,292,1157
886,692,120,657,740,640
887,1136,1626,632,458,823
888,276,1260,1507,1602,565
889,458,1025,112,1520,1324
890,565,743,264,657,552
891,242,1311,1475,1389,1111
892,388,1016,880,328,933
893,1679,833,344,1262,1441
894,701,833,1609,1318,1098
895,565,743,264,350,564
896,562,1087,24,1063,203
897,1377,562,1080,825,171
898,686,350,121,1540,588
899,1157,564,717,344,159
900,743,264,350,231,112
901,1117,121,781,230,462
902,42,476,230,73,344
903,589,522,1554,505,842
904,562,171,895,1260,1377
905,740,1042,1662,1238,895
906,148,1662,569,546,682
908,562,1063,203,1564,265
909,1136,740,1063,1152,562
910,1378,895,1087,141,933
911,1625,1477,162,631,676
912,1528,346,1651,326,121
913,1020,1564,652,137,522
914,717,1157,1368,1545,665
915,1152,692,743,379,922
916,264,895,931,379,744
917,121,743,1423,657,588
918,1507,344,866,1260,1406
919,1377,895,350,665,563
920,121,1186,186,223,895
921,796,704,1530,1190,601
922,657,1374,264,743,816
923,815,581,1183,184,344
925,1080,1273,743,569,291
926,743,588,1260,147,350
927,1020,1474,1050,835,137
928,112,588,743,565,264
929,951,346,388,228,693
930,1507,344,1260,578,895
931,895,743,51,44,230
932,137,1679,42,995,736
933,619,564,895,1598,816
934,895,153,42,565,743
935,515,1530,601,522,530
936,645,203,461,357,829
937,148,272,51,87,679
938,388,7,167,571,717
939,1226,350,449,1130,743
940,833,476,1185,641,1679
941,1311,738,42,1483,476
942,657,33,292,1157,743
943,1261,1248,1484,867,1418
944,1262,794,833,578,1212
945,262,1444,878,1003,1149
946,1464,483,434,249,229
947,1629,588,350,264,816
948,1102,1489,895,265,1626
949,565,1136,350,327,823
950,722,51,767,937,338
951,895,744,51,2,922
952,52,121,542,184,588
953,1025,1324,1157,681,569
954,1260,290,1507,42,610
955,458,24,1370,1483,825
956,546,1406,388,1089,201
957,689,706,657,147,895
959,344,895,327,831,565
960,743,292,1112,895,588
962,410,1417,1631,316,1661
963,657,841,895,1260,689
964,1130,689,1166,149,895
966,530,1020,1310,483,1674
967,1389,698,884,562,1260
968,141,1626,768,1375,388
969,1600,1350,645,1084,1474
970,740,951,564,51,458
971,738,1389,933,990,1080
972,137,18,652,1310,1448
974,350,689,33,657,327
975,569,743,1136,1624,825
976,1136,564,895,1157,569
978,1075,895,1377,1663,602
979,1261,1248,1484,867,1418
980,743,681,292,121,588
981,1626,1157,346,1663,1294
982,350,564,387,327,669
983,1090,743,632,1377,1357
984,572,1530,1526,130,719
985,1261,1248,1484,867,1418
986,681,588,743,121,350
988,1474,738,829,203,1092
989,576,751,388,344,2
990,919,951,564,823,578
991,328,10,1016,1673,562
992,226,117,823,1285,1441
993,946,721,434,483,835
994,562,1389,1332,1226,738
995,562,1474,203,55,388
996,895,366,564,1377,816
997,1084,839,719,601,1480
998,1377,228,895,564,1541
999,640,186,1208,116,461
1000,1303,1464,344,833,1446
1001,1260,200,583,298,346
1003,1444,878,822,197,1149
1004,1603,738,1333,1389,990
1005,706,1157,350,1377,186
1007,1157,1260,1305,827,681
1008,350,366,186,327,696
1009,949,581,895,303,297
1010,350,33,265,657,895
1011,743,33,350,292,203
1012,1502,1208,839,689,1520
1013,350,292,681,112,121
1014,290,105,476,610,409
1015,1261,1248,1484,867,1418
1016,895,951,933,228,374
1017,895,350,33,121,265
1018,522,1579,229,1530,483
1019,1540,1191,388,1111,1136
1020,1050,1084,1222,137,1579
1022,476,1016,42,592,1342
1023,1222,1579,1474,196,1247
1024,1488,816,1211,1212,679
1025,350,895,689,681,458
1026,1483,51,581,1152,458
1027,117,265,1303,327,471
1028,815,1340,740,1260,73
1029,230,344,120,388,684
1030,1222,1282,100,1020,1674
1031,582,689,579,1554,1526
1032,743,588,48,657,264
1033,1540,951,562,1541,1273
1035,1564,1464,695,829,476
1036,704,1530,572,1208,1222
1037,1608,434,1530,174,534
1038,743,717,264,565,931
1039,1084,1530,1433,278,1554
1040,344,951,918,379,374
1041,717,569,823,33,1507
1042,565,706,895,569,1112
1043,434,1474,1222,1020,137
1044,934,290,1446,1477,1625
1045,186,681,289,839,196
1046,1157,619,743,717,264
1047,186,81,1497,223,1157
1048,964,1134,203,464,357
1049,200,132,705,563,567
1050,1020,483,487,137,719
1051,895,563,1260,1324,588
1052,379,693,1357,1507,1406
1053,1101,614,197,822,132
1054,167,1509,1217,895,1211
1055,662,730,934,1207,627
1057,1679,476,780,592,1311
1058,252,197,388,350,895
1059,640,1063,379,583,999
1060,1377,1433,1039,461,572
1062,743,1157,631,292,588
1063,73,740,562,344,350
1065,350,706,186,823,35
1066,532,549,370,203,1620
1067,1401,567,1340,1112,565
1069,366,9,619,423,933
1070,186,117,827,1554,895
1071,1207,862,1100,211,1277
1072,1000,931,184,815,744
1073,565,218,1324,895,1112
1074,1464,1149,1517,229,530
1075,681,895,565,171,951
1076,1540,951,1609,1375,1227
1077,1136,1539,949,1532,466
1078,562,1183,738,1226,203
1079,388,564,25,640,681
1080,681,458,743,121,1273
1081,350,743,681,1540,33
1082,1207,265,62,350,33
1083,895,230,1324,388,564
1084,1579,1530,652,1551,1526
1085,1530,1213,572,704,703
1086,10,645,137,968,1080
1087,951,228,24,366,532
1088,230,1399,1089,273,1541
1089,823,35,816,379,351
1090,743,588,97,121,631
1091,203,1464,946,116,73
1092,1441,564,738,565,1564
1093,601,1530,224,502,530
1094,1230,164,796,1433,704
1095,388,602,1020,1272,423
1096,1551,1222,572,165,1020
1097,1324,350,681,1374,292
1098,1018,1464,1222,641,199
1099,880,981,60,1377,1507
1100,1576,357,1081,350,569
1101,320,48,762,1350,822
1102,476,42,833,1507,1000
1103,1138,1389,781,1221,738
1104,743,692,379,159,657
1105,758,689,228,564,344
1106,366,567,327,232,186
1107,990,562,564,738,895
1108,1554,1341,515,689,1087
1110,880,228,751,895,851
1111,1138,738,1389,880,1439
1112,831,565,743,33,264
1113,1221,476,738,563,895
1114,388,829,203,1063,1044
1116,673,420,515,530,613
1117,350,292,743,1013,112
1118,1300,213,738,203,1389
1119,1183,1405,1226,1509,880
1121,120,640,1180,1157,212
1122,493,1561,1458,474,357
1123,42,610,483,1000,1260
1124,604,959,1406,613,918
1126,292,121,458,919,350
1127,564,1374,368,565,1416
1128,564,1377,565,1294,816
1129,562,1183,137,147,203
1130,964,689,1166,564,1186
1131,919,564,895,1273,565
1132,388,546,564,1303,1087
1134,588,121,292,657,743
1135,918,831,201,662,815
1136,743,825,118,569,565
1137,469,781,1157,1377,164
1138,1111,880,738,1441,83
1139,565,346,717,563,1157
1140,1261,1248,1484,867,1418
1141,344,327,679,1112,346
1142,706,743,816,657,112
1144,483,1517,946,1577,1421
1145,1300,909,1025,1216,740
1146,698,1638,546,583,147
1147,1545,117,339,1315,717
1148,339,327,287,1545,823
1149,652,1579,197,499,196
1150,1025,370,288,564,339
1151,895,933,388,366,386
1152,351,895,931,366,740
1154,1530,1526,572,1084,1579
1155,121,895,1324,1134,63
1156,1080,919,777,1377,779
1157,743,565,717,186,350
1158,692,717,895,388,1260
1159,112,350,33,895,121
